INDRA UUID	Confidence	Citation Source	Citation Reference	Evidence	Subject	Predicate	Object
bd2408e2-554a-470b-b049-a123d767419d	1.0	PubMed	19682430	In breast cancer cells, suppression of miR-21 up-regulated TPM1 and PDCD4, inhibited tumor cell growth both in vitro and in vivo and reduced invasion and lung metastasis.	p(HGNC:MIR21)	directlyDecreases	act(p(HGNC:TPM1))
05506081-5d42-4850-ac47-4ab8c2b07576	1.0	PubMed	26827795	In addition, another study confirmed that miR-21 targets the tumor suppressor tropomyosin 1 (TPM1).	p(HGNC:MIR21)	directlyIncreases	act(p(HGNC:TPM1))
5ad8805a-ef72-4f45-8b73-3cd6d1abae71	1.0	PubMed	24373687	Therefore, while MBNL1 and PTB cooperate to repress Tpm1 splicing, MBNL1 acts independently to activate Vldlr splicing, and PTB binding to Vldlr appears to be non functional.	p(HGNC:PTBP1)	directlyDecreases	act(p(HGNC:TPM1))
acc6a894-56f3-48b0-a690-64a555854bb5	1.0	PubMed	12761049	HnRNP G acts via a specific sequence to repress the skeletal muscle specific exon (SK) of human slow skeletal alpha-tropomyosin, TPM3, and stimulates inclusion of the alternative non muscle exon.	p(HGNC:RBMX)	directlyIncreases	act(p(HGNC:TPM1))
5e1ac889-acd4-4b4e-ac9f-3f0f71c2ce00	1.0	PubMed	21629665	Consistently, at protein level, the blockade of SphK activity markedly reduced the increase of CNN1 and TPM1 (XREF_FIG).	p(HGNC:SPHK1)	directlyIncreases	act(p(HGNC:TPM1))
8fe22658-3c1c-42db-9e5d-ed8650bbb0be	1.0	PubMed	3964767	Here we report that purified RNA from the 3 ' UTR of human alpha-tropomyosin can inhibit in vitro translation in a manner consistent with activation of PKR.	p(HGNC:TPM1)	directlyDecreases	act(bp(GO:"GO:0006412"))
649847a5-b943-41e0-a8f5-005a4c014b9d	1.0	PubMed	8167032	LIu H, BRZI'SCHER A : Characterization of TPM1 Disrupted *- Yeast Cells Indicates an Involvement of Tropomyosin in Di- rected Vesicular Transport.	p(HGNC:TPM1)	directlyDecreases	act(bp(GO:"GO:0006810"))
1994530d-19b1-4c9b-9a5b-3113943e9d4b	1.0	PubMed	26873245	The mutation in Tpm1.1 may reduce the localization of Lmod2 and Tmod1 to the pointed end of thin filaments due to the decreased binding affinity for Tpm1.1.	p(HGNC:TPM1)	directlyDecreases	act(bp(GO:"GO:0051179"))
edd7bd91-1bad-4642-81db-a06ca74838e8	1.0	PubMed	4414575	Previous studies have demonstrated that the forced expression of tropomyosin-1 (TM-1) induces reversion of the transformed phenotype of ras transformed fibroblasts.	p(HGNC:TPM1)	directlyDecreases	act(p(FPLX:RAS))
b00aedc7-3f39-45f7-bfe1-3a868b33897a	1.0	PubMed	3599953	Unlike the muscle protein, alpha-tropomyosin expressed in Escherichia coli does not bind actin, does not exhibit head-to-tail polymerization, and does not inhibit actomyosin ATPase activity in the absence of troponin.	p(HGNC:TPM1)	directlyDecreases	act(p(FPLX:Troponin))
833c7196-4902-4fad-bc98-f27e8195f4e8	1.0	PubMed	26873245	The mutation in Tpm1.1 may reduce the localization of Lmod2 and Tmod1 to the pointed end of thin filaments due to the decreased binding affinity for Tpm1.1.	p(HGNC:TPM1)	directlyDecreases	act(p(HGNC:LMOD2))
c05f2359-a005-4119-9824-5c389b27a94a	1.0	PubMed	24039846	Among the well characterized molecular targets of miR-21 are tropomyosin 1 (TPM1) XREF_BIBR, tissue inhibitor of metalloproteinase 3 (TIMP3) XREF_BIBR - XREF_BIBR, and components of the transforming growth factor beta (TGFbeta) pathway XREF_BIBR.	p(HGNC:TPM1)	directlyDecreases	act(p(HGNC:TIMP3))
eb58797d-bd58-4215-beff-89c60cffced2	1.0	PubMed	26873245	The mutation in Tpm1.1 may reduce the localization of Lmod2 and Tmod1 to the pointed end of thin filaments due to the decreased binding affinity for Tpm1.1.	p(HGNC:TPM1)	directlyDecreases	act(p(HGNC:TMOD1))
3d471369-7920-47d9-8ae1-67afc4f5b739	1.0	PubMed	3599953	Unlike the muscle protein, alpha-tropomyosin expressed in Escherichia coli does not bind actin, does not exhibit head-to-tail polymerization, and does not inhibit actomyosin ATPase activity in the absence of troponin.	p(HGNC:TPM1)	directlyDecreases	act(p(PFAM:PF06745))
4bf0bdf2-b736-4bb5-88a6-9ca3fcb88a2b	1.0	PubMed	22814378	In addition, expression of tropomyosin-1 restored the altered focal adhesions and cellular migration defects observed in hNatB depleted HeLa cells, indicative for the conserved link between NatB, tropomyosin, and actin cable function from yeast to human.	p(HGNC:TPM1)	directlyIncreases	act(bp(GO:"GO:0051894"))
417f1568-47a0-4ea0-994f-05956364b99e	1.0	PubMed	4346459	Extra copies of TPM1, a gene encoding the actin filament binding protein tropomyosin, suppress mitochondrial inheritance defects and partially restore actin cables in mdm20 delta cells.	p(HGNC:TPM1)	directlyIncreases	act(p(FPLX:Actin))
684e5da4-c66c-4824-84e7-a2d7c2858f92	1.0	PubMed	25261370	MDA-MB-231 breast cancer cells can be re-sensitized to anoikis by overexpression of tropomyosin-1, which activates ROCK mediated processes such as stress fiber formation [XREF_BIBR], and is consistent with several studies demonstrating that ROCK inhibition results in increased survival [XREF_BIBR - XREF_BIBR].	p(HGNC:TPM1)	directlyIncreases	act(p(FPLX:ROCK))
fa42ca29-5a18-42c4-984a-024e1d29177a	1.0	PubMed	4346459	Extra copies of TPM1, a gene encoding the actin filament binding protein tropomyosin, suppress mitochondrial inheritance defects and partially restore actin cables in mdm20 delta cells.	p(HGNC:TPM1)	directlyIncreases	act(p(HGNC:CABLES1))
b54cff6b-7142-493d-a080-4f59007432a7	1.0	PubMed	21817107	3 '-Untranslated region luciferase assay confirmed that tropomyosin 1 was a target of miR-21 that was involved in miR-21-mediated cellular effects, such as cell shape modulation.	p(HGNC:TPM1)	directlyIncreases	act(p(HGNC:MIR21))
19348e38-d68d-47e2-882b-e1fb2c7bb02a	1.0	PubMed	5615386	We show here that GG-actin polymerizability was restored by cardiac tropomyosin and yeast TPM1 and TPM2 at 25 degrees C with rescue efficiency inversely proportional to TPM length (TPM2> TPM1> cardiac tropomyosin), indicating the importance of the ends in polymerization rescue.	p(HGNC:TPM1)	directlyIncreases	act(p(UP:Q95ZG8))
