INDRA UUID	Confidence	Citation Source	Citation Reference	Evidence	Subject	Predicate	Object
d84c5ae3-2d72-4fe0-a3f2-254a471634c5	1.0	PubMed	21360563	The loss of hZIP1 protein in the plasma membrane causes the loss of zinc accumulation and would support the continued activation of the Ras pathway.	p(HGNC:SLC39A1)	directlyDecreases	act(p(FPLX:RAS))
7296bef7-78d1-4340-a315-a8d1482688f8	1.0	PubMed	17635580	A di-leucine sorting signal in ZIP1 (SLC39A1) mediates endocytosis of the protein.	p(HGNC:SLC39A1)	directlyIncreases	act(bp(GO:"GO:0006897"))
d16bac49-8f4a-4b1a-ae87-00402a3f6289	1.0	PubMed	16153295	Over-expression of hZIP1 results in increased accumulation of zinc which leads to inhibition of cell proliferation; whereas cells with down-regulation of hZIP1 have decreased cellular zinc levels and increased proliferation.	p(HGNC:SLC39A1)	directlyIncreases	act(bp(GO:"GO:0008283"))
c02d2eca-d9c0-4468-9292-deb15b278ae9	1.0	PubMed	16203195	Parallel experiments to assess mineralization using AR positive staining showed a similar response, namely, that overexpression of ZIP1 in MSCs elicited more AR positive staining irrespective of whether the cells were cultured in either BGM or OSM for 7 days (panel B, frames 1-4).	p(HGNC:SLC39A1)	directlyIncreases	act(p(HGNC:AR))
e7a73096-0abe-4cb7-8cde-6e35c3a3fdbb	1.0	PubMed	3213644	Analysis of zip1 mutants shows that Zip1 promotes dissociation of Dmc1 complexes.	p(HGNC:SLC39A1)	directlyIncreases	act(p(HGNC:DMC1))
ba1f87d6-8611-4508-a297-df569f3036e4	1.0	PubMed	16203195	In summary, our data indicate that, following overexpression of ZIP1 in MSCs, a limited repertoire of osteoblast differentiation marker genes was selectively increased, irrespective of basal or osteogenic culture conditions.We assessed whether the induction of an apparent osteoblast phenotype in ZIP1 overexpressing MSCs was primarily due to the increased expression of the zinc transporter or indirectly mediated through other pathways.	p(HGNC:SLC39A1)	directlyIncreases	act(p(UP:O52401))
d00a47ba-dda6-4565-9831-5f5d6edd3585	1.0	PubMed	10477520	Differential stimulation of PKC phosphorylation of potassium channels by ZIP1 and ZIP2.	p(HGNC:SLC39A1)	directlyIncreases	p(FPLX:PKC, pmod(Ph))
352f9025-ce51-4701-b0f1-28abae9477f2	1.0	PubMed	5125141	Mutation of PCH2 relieves the checkpoint induced pachytene arrest of the zip1, zip2, and dmc1 mutants, resulting in chromosome missegregation and low spore viability.	p(HGNC:TRIP13, var(p.?))	directlyDecreases	act(p(HGNC:SLC39A1))
3a0c3ecf-9dfa-4efa-bb95-a668b6a60db9	1.0	PubMed	20471814	The expression of zinc importers ZIP1 and ZIP4 was also simultaneously repressed by GSPE and EGCG in conditions of basal and increased zinc concentrations in the medium.	p(UP:P45759)	directlyDecreases	p(HGNC:SLC39A1)
10a6b844-4f76-4890-b41f-8f86a156ddab	1.0	PubMed	20471814	In the presence of excess zinc, GSPE still up-regulated ZIP1 and ZIP4 as in control cells, but to a lesser extent.	p(UP:P45759)	directlyIncreases	act(p(HGNC:SLC39A1))
