INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
d171954c-e334-4aa3-9d2d-0c764f47cd2c	0.92	11751895	Similarly, a selective mitogen activated protein kinase (MAPK) kinase (MEK) 1/2 inhibitor (PD98059) and c-jun and activator protein (AP) -1 inhibitor (curcumin) suppressed MMP-13 mRNA up-regulation induced by MIF.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:MMP13))
db191524-e476-45cd-b952-25abf6c6eebf	0.92	11751895	Taken together, these results suggest that MIF increases the MMP-13 mRNA level of rat osteoblasts via the Src related tyrosine kinase-, Ras-, ERK1/2-, and AP-1-dependent pathway.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:MMP13)
b31feb7f-ba75-4a7f-9c36-48c08e887c81	0.86	12052345	All of the CORT treatments (75-300 nM) reduced MIF mRNA (P < 0.05), whereas DEX did not affect MIF mRNA in this experiment.	reach	p(HGNC:CORT)	directlyDecreases	act(p(HGNC:MIF))
f119e4ec-f4dd-47d4-8280-6e7504c0522b	0.95	12052345	ConA increased relative abundance of MIF mRNA (P < 0.001), but no steroid treatment affected MIF mRNA.	reach	p(UP:P81460)	directlyIncreases	act(p(HGNC:MIF))
b31feb7f-ba75-4a7f-9c36-48c08e887c81	0.86	12052345	In addition, MIF mRNA could be suppressed by delayed addition of CORT to porcine splenocytes.	reach	p(HGNC:CORT)	directlyDecreases	act(p(HGNC:MIF))
39112cdb-7b4e-43a3-b37b-c29e3d64a665	0.95	12147604	Similarly, recombinant MIF enhanced the IFN-gamma production by the TCCs.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:IFNG))
b87a2853-9a73-4782-ab36-630869aa48fa	0.94	12271144	MIF not only promotes development of a protective Th1 response but ameliorates disease by altering levels of reactive nitrogen intermediates and corticosteroid hormones, which both exert immunosuppressive functions.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:NELFCD))
9d3789a5-1b1d-49e4-b1b5-257b0e076859	0.86	12426005	MIF modulated surface expression of MHC-II, B7-2, CD40, CD40 ligand, ICAM-1 and Fcgamma, CR1 and CR2, and IL-10 receptors and intracellular expression of IL-10, TNFalpha, and p40 (IL-12).	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:IL10)
9d3789a5-1b1d-49e4-b1b5-257b0e076859	0.86	12426005	MIF modulated surface expression of MHC-II, B7-2, CD40, CD40 ligand, ICAM-1 and Fcgamma, CR1 and CR2, and IL-10 receptors and intracellular expression of IL-10, TNFalpha, and p40 (IL-12).	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:IL10)
8ab85757-db79-4296-8f8b-4af1626c3fa8	0.95	12426005	MIF modulated surface expression of MHC-II, B7-2, CD40, CD40 ligand, ICAM-1 and Fcgamma, CR1 and CR2, and IL-10 receptors and intracellular expression of IL-10, TNFalpha, and p40 (IL-12).	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:TNF)
92b197cd-c23c-4ada-8531-ac88d4b82edf	0.95	12435855	Insulin significantly decreased dose dependently serum pro inflammatory cytokines IL-1beta at 1, 5, and 7 days, IL-6 at 1 day, MIF at 5 and 7 days, and TNF at 1 and 2 days after injury when compared with controls (p < 0.05).	reach	p(HGNC:INS)	directlyDecreases	act(p(HGNC:MIF))
1ea48e72-ecc4-47c9-8ee0-2f15a4b7a81e	0.92	12480958	Furthermore, the up-regulation of MIF synthesis by either pIgA or mIgA was significantly higher in IgAN patients than in healthy controls (P < 0.05).	reach	p(HGNC:PIGA)	directlyIncreases	act(p(HGNC:MIF))
1ea48e72-ecc4-47c9-8ee0-2f15a4b7a81e	0.92	12480958	Incubation of mesangial cells with neutralizing antibody to TNF-alpha reduced the MIF synthesis induced by pIgA.	reach	p(HGNC:PIGA)	directlyIncreases	act(p(HGNC:MIF))
1ea48e72-ecc4-47c9-8ee0-2f15a4b7a81e	0.92	12480958	The magnitude of MIF protein induction by pIgA (100 microg/ml) was similar to that of tumour necrosis factor-alpha (TNF-alpha) at 10 pg/ml.	reach	p(HGNC:PIGA)	directlyIncreases	act(p(HGNC:MIF))
c24c0c25-f3bf-4265-9043-b5b3b9e97c13	0.88	12528110	This study sought to identify the mechanisms of activation of FLS by MIF, and to assess the effects of MIF on synovial cell proliferation.	sparser	p(HGNC:MIF)	directlyIncreases	act(p(UP:Q9XHG2))
c24c0c25-f3bf-4265-9043-b5b3b9e97c13	0.88	12528110	This study sought to identify the mechanisms of activation of FLS by MIF, and to assess the effects of MIF on synovial cell proliferation.	reach	p(HGNC:MIF)	directlyIncreases	act(p(UP:Q9XHG2))
062aac00-b1cd-43dd-a610-ec8d39fab1d0	0.86	12528110	This study sought to identify the mechanisms of activation of FLS by MIF, and to assess the effects of MIF on synovial cell proliferation.	sparser	p(HGNC:MIF)	directlyIncreases	act(p(UP:Q9ZWQ9))
8b2628df-feeb-4fb6-8896-83ef6334f1a2	0.92	12595439	Throughout the course of infection, Taenia crassiceps soluble antigen stimulated spleen cells from both MIF (+/+) and MIF (-/-) mice produced significant and comparable levels of interleukin-4 (IL-4), but those from MIF (-/-) mice produced significantly more IL-13, as well as gamma interferon (IFN-gamma), suggesting that the susceptibility of MIF (-/-) mice to T. crassiceps was not due to the lack of IFN-gamma production.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:IL4)
061eb6f4-8ae9-46b2-92ac-f629f6f3ac77	0.86	12626594	Finally, overexpression of MIF inhibited phosphorylation of endogenous c-Jun induced by thiol starvation, indicating that MIF based suppression of apoptosis is mediated through modulation of c-Jun N-terminal kinase activity.	reach	p(HGNC:MIF)	directlyDecreases	p(HGNC:JUN, pmod(Ph))
969311fe-90fd-415d-a290-04c388df540d	0.95	12631343	This study has demonstrated that Ang II up-regulates MIF mRNA production and MIF protein secretion by tubular epithelial cells.	reach	p(HGNC:AGT)	directlyIncreases	act(p(HGNC:MIF))
832ac5bf-0d35-428c-a10b-7e4f019ccb70	0.92	12635141	MIF induced significant MIF and tumour necrosis factor (TNF)-alpha synthesis in cultured endothelial cells and the effect was blocked by neutralizing anti-MIF antibody.	reach	p(HGNC:MIF)	directlyIncreases	act(p(IP:IPR006053))
e24bf26b-c53e-4e98-8f30-693f7da23842	0.94	12646658	Macrophage migration inhibitory factor, macrophage-inflammatory protein 1beta, and IL-6 each failed to significantly induce the release of HMGB1 even at supraphysiological levels (up to 200 ng/ml).	reach	p(HGNC:MIF)	directlyDecreases	act(p(HGNC:HMGB1))
3415b856-c0ff-4dfd-ad44-1905f07766ba	0.92	12716455	Since MIF opposes the function of glucocorticoids, and is thus able to upregulate iNOS [XREF_BIBR, XREF_BIBR], it was of interest to document the change in iNOS as well as MIF in fatal human malaria and sepsis.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:NOS2))
3415b856-c0ff-4dfd-ad44-1905f07766ba	0.92	12716455	The presence of MIF in skeletal muscle would, by inhibiting the suppressive effects of glucocorticoids on inflammatory cytokine production [XREF_BIBR], allow the observed high iNOS induction.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:NOS2))
357dfcb2-1bf6-4521-8c87-190d95d65243	0.94	12803886	Immunoneutralization of extracellular MIF decreased TLR4 expression and responses of macrophages to LPS, indicating that MIF may exert autocrine effects.	reach	p(HGNC:MIF)	directlyDecreases	p(HGNC:TLR4)
1ba6619d-3a73-4c67-9c46-368f001b596c	0.95	12847682	MIF inhibited p53 expression in human RA FLS.	reach	p(HGNC:MIF)	directlyDecreases	p(HGNC:TP53)
0ff92926-d16d-408c-9223-a06c1216ed32	0.95	12964047	We found that LPA enhanced the expression of MIF mRNA in a dose dependent manner in vitro.	reach	p(HGNC:LPA)	directlyIncreases	p(HGNC:MIF)
8ab85757-db79-4296-8f8b-4af1626c3fa8	0.95	14521579	We hypothesize that endogenous MIF enhances adult worm attrition by up-regulating innate and adaptive immune responses by increasing expression of MHC-II, co-stimulatory, adhesion, receptor and cytokine molecules, and promotes fecundity by up-regulating TNFalpha expression.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:TNF)
af32e25f-aeb1-446c-a5ed-8762f32596cc	0.95	14581488	MIF (100 ng/ml) was shown to induce MMP-1 in cultured human dermal fibroblasts.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:MMP1))
af32e25f-aeb1-446c-a5ed-8762f32596cc	0.95	14581488	We found that MIF (100 ng/ml) enhanced MMP-1 activity in cultured fibroblasts assessed by zymography.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:MMP1))
92b197cd-c23c-4ada-8531-ac88d4b82edf	0.95	14621041	Conversely, insulin suppresses production of MIF, TNF-alpha, IL-1, IL-6, and free radicals, enhances endothelial NO generation, and enhances the production of anti-inflammatory cytokines IL-4, and IL-10, corrects stress hyperglycemia and improves myocardial function.	reach	p(HGNC:INS)	directlyDecreases	act(p(HGNC:MIF))
359d13db-ed01-46d8-852d-30a33a0c88d5	0.86	14656984	Indeed, MIF also prevented release of cytochrome c and Smac from the mitochondria and subsequent activation of the critical effector caspase-3 in these cells.	reach	p(HGNC:MIF)	directlyDecreases	act(p(HGNC:CYCS))
818ea915-98b1-429e-81ee-dfbdf09fc3e9	0.95	14720269	MIF stimulates IL-8 production in A431 cells.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:CXCL8))
4ee55c90-3d3c-47d9-8846-6ee71199a923	0.95	14736878	These facts indicate that up-regulation of MIF by thrombin or FXa is regulated by p44 and p42 mitogen activated protein kinase dependent pathways and NF-kappaB-dependent pathways.	reach	p(HGNC:F2)	directlyIncreases	act(p(HGNC:MIF))
bf26719b-de6e-457e-b747-a850987762f8	0.86	14736878	Thrombin induced MIF mRNA expression was significantly reduced by the thrombin specific inhibitor hirudin.	reach	p(HGNC:F2)	directlyDecreases	p(HGNC:MIF)
e6235ebf-0cf6-4a59-863f-4a90e4c7098e	0.95	14960229	Western blot analysis and reverse transcriptase-polymerase chain reaction (RT-PCR) were applied to evaluate the protein and mRNA expression level of MMP-2 and MMP-9 in cell strains treated with and without MIF, respectively.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:MMP2))
a3e5bc62-6de4-4c84-bb90-154ff6681e98	0.95	14960229	Western blot analysis and reverse transcriptase-polymerase chain reaction (RT-PCR) were applied to evaluate the protein and mRNA expression level of MMP-2 and MMP-9 in cell strains treated with and without MIF, respectively.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:MMP9))
90bfd6b4-f36a-45ea-bef5-a3af6254257b	0.98	15012733	In this study, we evaluated whether interferon-gamma (IFN-gamma), a cytokine implicated in the development of kidney disease and a potent inducer of MIF production in macrophages, could promote MIF synthesis and secretion from renal tubular epithelial cells.	reach	p(HGNC:IFNG)	directlyIncreases	act(p(HGNC:MIF))
90bfd6b4-f36a-45ea-bef5-a3af6254257b	0.98	15012733	These findings indicate that IFN-gamma induces rapid secretion of MIF by tubular epithelial cells, and suggest that this may be an important mechanism leading to inflammatory cell accumulation and activation during kidney disease.	reach	p(HGNC:IFNG)	directlyIncreases	act(p(HGNC:MIF))
2c695939-d184-4331-b6e1-1743f53dcdc7	1.0	15037585	Moreover, IL-1, TNF-alpha, and TGF-beta1, known factors involved in the pathogenesis of OCP, were found to induce the expression of MIF by conjunctival fibroblasts.	reach	p(HGNC:TNF)	directlyIncreases	p(HGNC:MIF)
818ea915-98b1-429e-81ee-dfbdf09fc3e9	0.95	15064733	In addition, we found that MIF induced a significant dose dependent increase of vascular endothelial growth factor and interleukin-8 secretion.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:CXCL8))
e8b90aad-277a-4000-867e-7237b7d8b88d	0.95	15157895	In addition, mRNA levels of MMP-13 and MIP-2 in anti-CII Ab/LPS induced arthritis joint tissues were significantly reduced in MIF deficient mice compared to wild-type control mice.	reach	p(HGNC:MMP13)	directlyDecreases	act(p(HGNC:MIF))
fef7db5f-2c27-4440-a1b2-7fd3c2a19911	0.95	15170913	Antagonism of p38 MAP kinase inhibited MIF induction of COX-2, PGE (2), and IL-6.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:IL6))
3dfec113-8579-432a-b161-cd06ec34e8a0	0.98	15170913	Antagonism of p38 MAP kinase inhibited MIF induction of COX-2, PGE (2), and IL-6.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:PTGS2))
3dfec113-8579-432a-b161-cd06ec34e8a0	0.98	15170913	MIF significantly induced COX-2 and IL-6 protein and mRNA expression as well as PGE (2) and IL-8 production.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:PTGS2))
5a9a60d6-52f4-4e46-bd38-cfe987e1981d	0.92	15187193	An in vitro culture experiment demonstrated that MIF increased TGF-beta 1 production in a time- and dose dependent fashion.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:TGFB1))
5a9a60d6-52f4-4e46-bd38-cfe987e1981d	0.92	15187193	MIF induced TGF-beta 1 synthesis was abolished by incubating cells with neutralizing antibody against MIF.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:TGFB1))
0e6df9a2-1c24-4abf-b16f-4e009a99efb3	0.86	15248897	An additional aim of this study is determination of the effects of high molecular weight HA (a linear glucosaminoglycan) known to inhibit MIF [XREF_BIBR], as well as anti-MIF antibody and MIF anti-sense oligonucleotides on in vitro bladder cancer cell growth and cytokine expression.	reach	p(UP:P69208)	directlyDecreases	act(p(HGNC:MIF))
0e6df9a2-1c24-4abf-b16f-4e009a99efb3	0.86	15248897	From the present study it appears that although high molecular weight HA, which interferes with CD44 function, reduces MIF secretion and expression, this is still not sufficient to completely abrogate cell proliferation and cytokine secretion.	reach	p(UP:P69208)	directlyDecreases	act(p(HGNC:MIF))
efa875fd-89b2-4433-918f-2c03ae891ffa	0.95	15248897	HA had no effect on TNF-alpha mRNA, while anti-MIF antibody and MIF anti-sense significantly decreased TNF mRNA amounts when compared to untreated cells.	reach	p(HGNC:MIF)	directlyDecreases	p(HGNC:TNF)
e031078f-07ea-4de3-8e00-d491b3ddd23f	0.94	15248897	These findings support the hypothesis that MIF modulates CD74 and MHC II expression.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:CD74)
c4ce04ee-7f2f-44c9-a4a2-295d8bc743e0	0.94	15276025	Furthermore, we demonstrated that MIF blockade decreased the expression of VCAM-1, TNF-alpha, and IL-1beta and the migration of T-cells and macrophages in the EAM heart.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:IL1B)
8ab85757-db79-4296-8f8b-4af1626c3fa8	0.95	15276025	Furthermore, we demonstrated that MIF blockade decreased the expression of VCAM-1, TNF-alpha, and IL-1beta and the migration of T-cells and macrophages in the EAM heart.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:TNF)
a29da5b8-4771-44ff-96b3-c19d51675fce	0.86	15388650	CRH (10-100 nM) also stimulated MIF release from AtT20 cells but, unlike endotoxin and dexamethasone, it had no effect on MIF release from TtT/GF or RAW cells.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:MIF))
bd7ae710-da52-45b2-a2e5-91b19eac98bf	0.95	15525779	First, Ang II, acting via AT1-R, increases the intracellular levels of MIF in neurons cultured from rat hypothalamus and brainstem.	reach	p(HGNC:AGT)	directlyIncreases	p(HGNC:MIF)
969311fe-90fd-415d-a290-04c388df540d	0.95	15585204	This finding supports the notion that CD40-L fusion protein and Ang II are able to induce MIF production in the monocytic cell line THP-1.	reach	p(HGNC:AGT)	directlyIncreases	act(p(HGNC:MIF))
db5a3a50-6b66-49dd-bff3-aae175e62c6f	0.86	15585204	This finding supports the notion that CD40-L fusion protein and Ang II are able to induce MIF production in the monocytic cell line THP-1.	reach	p(HGNC:CD40LG)	directlyIncreases	act(p(HGNC:MIF))
01b055cd-8523-4a44-9a0b-ae453460d9c5	0.95	15585220	The ability of MIF to induce MMP-9 expression in VSMCs and macrophages suggests that MIF may play a role in the destabilization of human atherosclerotic plaques.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:MMP9)
735722b2-325f-47d0-abaa-262f7ca1e066	0.98	15621056	The ability of MIF to induce MMP-1 expression and collagenolytic activity in VSMCs suggests that MIF may play a role in the destabilization of human atherosclerotic plaques.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:MMP1)
1487e7d5-c7d1-4c77-85ea-037ab155a18d	0.94	15709171	Next, we found that the tyrosine phosphorylation of focal adhesion kinase and LPA induced expressions of integrin beta1 were significantly suppressed by MIF siRNA.	reach	p(HGNC:MIF)	directlyIncreases	p(FPLX:Integrins)
4c16dbba-dbdc-4f57-9896-3a19db2e8b7c	0.95	15709171	We revealed that the Rho dependent pathway activated by LPA was suppressed by MIF siRNA.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:RHOA))
193d465c-f376-41f6-add2-68db5c42a8bf	0.95	15790730	Neutralization of MIF also down-regulated the ex vivo secretion of the proinflammatory mediators, TNF-alpha, interferon-gamma, and nitric oxide, while augmenting that of the antiinflammatory cytokine, IL-10.	reach	p(HGNC:MIF)	directlyDecreases	act(p(HGNC:IFNG))
d69db0c8-d817-4cad-bcfe-0e84c4020245	0.95	15790730	Neutralization of MIF also down-regulated the ex vivo secretion of the proinflammatory mediators, TNF-alpha, interferon-gamma, and nitric oxide, while augmenting that of the antiinflammatory cytokine, IL-10.	reach	p(HGNC:MIF)	directlyDecreases	act(p(HGNC:TNF))
94078159-7761-4033-87e9-e69df919c843	0.95	15821118	Glucocorticoids (GC) have been reported to induce secretion of MIF in rodent cells, and as MIF counteracts the anti-inflammatory effects of GC, this has implications for human inflammatory disease.	reach	p(HGNC:GC)	directlyIncreases	act(p(HGNC:MIF))
9c36a52e-596a-43fb-9338-68cd2ac4e9e7	0.95	15838879	Thrombin induced the colocalization of an epitope tagged, full-length MIF fusion protein with phosphorylated MLC along peripheral actin stress fibers.	reach	p(IP:IPR003966)	directlyIncreases	act(p(HGNC:MIF))
78327aa8-e283-4ab3-8d19-b29e6af93dd8	0.86	15879312	Moreover, MIF immunoneutralization increased heart Bcl-2 and Bax protein ratio and suppressed endotoxin induced release of mitochondrial cytochrome-c, as demonstrated by Western blotting.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:BAX))
07d584bc-3024-45ea-bd3a-2d832ca316a0	0.94	15879312	Moreover, MIF immunoneutralization increased heart Bcl-2 and Bax protein ratio and suppressed endotoxin induced release of mitochondrial cytochrome-c, as demonstrated by Western blotting.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:BCL2))
5b456b7d-d0ca-4b05-bf9f-f0fc03689f3d	0.95	15901641	Curcumin (10 (-8) M), which is known for inhibiting NFkappaB activation, inhibited IL1B induced MIF secretion as well as NFkappaB nuclear translocation and DNA binding.	reach	p(HGNC:IL1B)	directlyIncreases	act(p(HGNC:MIF))
f0525357-14dd-4956-af88-8480ed8c11be	0.92	15901641	IL1B appeared to induce MIF gene transcription via the kappaB nuclear transcription factor (NFkappaB), as shown by electrophoretic mobility shift assay and Western blot analysis of IkappaB phosphorylation.	reach	p(HGNC:IL1B)	directlyIncreases	p(HGNC:MIF)
f0525357-14dd-4956-af88-8480ed8c11be	0.92	15901641	Taken together, these findings clearly show that IL1B up-regulates the expression of MIF in endometrial stromal cells in vitro and acts via NFkappaB.	reach	p(HGNC:IL1B)	directlyIncreases	p(HGNC:MIF)
fef7db5f-2c27-4440-a1b2-7fd3c2a19911	0.95	15910597	MIF was also found to increase the secretion of IL-6 and IL-8 by macrophages isolated from healthy individuals in vitro in NEC.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:IL6))
1eedab40-e62a-434e-bafa-a5fda9a13a0c	0.86	15947793	Collectively, these results indicate that MIF promotes Myc mediated tumorigenesis, at least in the B-lymphoid compartment, and implicate MIF as a mediator of malignant cell growth in vivo.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:MYC))
1eedab40-e62a-434e-bafa-a5fda9a13a0c	0.86	15947793	Conversely, MIF expression is retained in tumors developed by wild-type Emu-Myc animals, and the presence of one or both MIF alleles is sufficient to accelerate the development of Myc induced lymphomas.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:MYC))
94078159-7761-4033-87e9-e69df919c843	0.95	15968736	Early GC less frequently overexpressed MIF as compared to advanced GCs (4/20 vs 32/70, P = 0.04).	reach	p(HGNC:GC)	directlyIncreases	act(p(HGNC:MIF))
3eb3fbc2-09bc-43da-a690-34abbec38d1c	0.92	16000172	Increased MIF mRNA expression was observed in prostatic adenocarcinoma compared to benign tissue from matched samples, supporting our earlier finding of increased MIF gene expression in prostate cancer.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:MIF)
c22660db-708e-4d8e-b055-d0f9bdd0737e	0.98	16002723	We conclude that TNF-alpha, via NF-kappaB, and JNK induces MIF and EMMPRIN in macrophage to tumor cell cocultures and this leads to increased invasive capacity of the tumor cells.	reach	p(FPLX:JNK)	directlyIncreases	act(p(HGNC:MIF))
351c70ce-2359-4a7f-8632-2842a543118e	0.95	16115897	The therapeutic importance of the MIF inhibition by ISO-1 is demonstrated by the significant protection from sepsis, induced by cecal ligation and puncture in a clinically relevant time frame.	sparser	p(HGNC:EIF1)	directlyDecreases	act(p(HGNC:MIF))
efa875fd-89b2-4433-918f-2c03ae891ffa	0.95	16224818	Antisense MIF macrophages expressing reduced levels of endogenous MIF produced higher amount of MKP-1 and lower amount of TNF after exposure to dexamethasone and dexamethasone plus LPS, indicating that endogenous MIF acts in an autocrine fashion to override glucocorticoid induced MKP-1 expression and inhibition of cytokine production.	reach	p(HGNC:MIF)	directlyDecreases	p(HGNC:TNF)
22ad9f1e-1934-4b9b-9d14-86383be8bd5e	0.92	16224818	Antisense MIF macrophages expressing reduced levels of endogenous MIF produced higher amount of MKP-1 and lower amount of TNF after exposure to dexamethasone and dexamethasone plus LPS, indicating that endogenous MIF acts in an autocrine fashion to override glucocorticoid induced MKP-1 expression and inhibition of cytokine production.	reach	p(HGNC:MIF)	directlyIncreases	p(HGNC:DUSP1)
b5fb3087-e73f-4c30-b12f-d12cd2475d28	0.95	16331703	The mechanism by which MIF inhibits the actions of GC is addressed by Roger et al. in this issue of the European Journal of Immunology.	reach	p(HGNC:MIF)	directlyDecreases	act(p(HGNC:GC))
1c6ee7cd-7a91-4101-8ed3-5917f759f00d	0.88	16449971	The aim of this study was to test whether tumor growth could be inhibited by reduction of endogenous MIF expression in neuroblastoma and clarify the molecular mechanisms underlying MIF reduction on the control of neuroblastoma growth.	reach	p(HGNC:MIF)	directlyDecreases	act(p(HGNC:MIF))
3dfec113-8579-432a-b161-cd06ec34e8a0	0.98	16528361	We found that MIF enhanced cyclooxygenase-2 activity in NF more than in KF.	reach	p(HGNC:MIF)	directlyIncreases	act(p(HGNC:PTGS2))
