INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
f08a5a49-0417-434e-9fd3-77776e44ffac	0.92	19339605	TNF-alpha binds its receptors TNFR1 and TNFR2 to activate TNF-alpha associated factor (TRAF), protein kinases, and transcription factors.	reach	complex(p(HGNC:TNF), p(HGNC:TNFRSF1B))	directlyIncreases	act(p(HGNC:TNF))
e12db87d-0b3f-4c36-90ac-1e6f363284a8	0.95	19390618	TNFRII expression by CD4 + Foxp3 + CD127 lo Treg cells also increased until at least day 6 of culture following pRBC stimulation.	reach	p(HGNC:CD4)	directlyIncreases	p(HGNC:TNFRSF1B)
f58ab7ed-3e07-4e76-ae8d-f26645fd15ce	0.95	19400895	IFN-gamma and TNF-alpha up-regulated TNFR1, TNFR2, Fas and membrane FasL on SMC.	reach	p(HGNC:IFNG)	directlyIncreases	act(p(HGNC:TNFRSF1B))
ba59106f-274d-4d81-8910-f472995fadb9	0.95	19435506	Our data demonstrate that TNF-alpha also upregulates IL-1beta and IL-1Ra genes, but not IL-1alpha or IL-1R1, whereas IL-1beta upregulates TNF-alpha and TNF-R2.	reach	p(HGNC:IL1B)	directlyIncreases	act(p(HGNC:TNFRSF1B))
9de4e12c-32cb-4e0b-8c09-16f557b765be	0.94	19459166	Inhibition of Trx by TBP2 activates ASK1, which promotes apoptosis.	reach	p(HGNC:TNFRSF1B)	directlyDecreases	act(p(HGNC:MAP3K5))
184f9d62-c83d-4479-bf33-fa0480828b16	0.86	19542372	Secretion of IL-1beta induced by TNF-alpha and ATP was abolished in macrophages lacking TNFR-I and TNFR-II or Nlrp3 when compared to wild-type macrophages (XREF_FIG).	reach	p(HGNC:IL1B)	directlyDecreases	act(p(HGNC:TNFRSF1B))
c10b7078-539c-4ce9-beb5-85af3fb7cd8c	0.98	19657041	In contrast, we do see significant changes in the p75 NTR cleavage fragment and activated caspase-8 ( xref ) (P<0.01), which are significantly up-regulated in axoplasm and also show an enhanced association with dynein.	sparser	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:CASP8))
e4cc7328-6901-45d0-941a-4dfd6c61e751	0.86	19772832	Interestingly, IL-17A and IL-17F upregulate expression of TNFRII in synoviocytes, which may help explain the basis for synergy between these cytokines.	reach	p(HGNC:IL17A)	directlyIncreases	p(HGNC:TNFRSF1B)
9a6b6b16-6b36-45d3-bd7a-b624cace8581	0.92	19788501	Rejecting cardiac allografts showed increased TNF in microvessels, diminished TNFR1, activation of ASK1, upregulated TNFR2 co-expressed with activated endothelial and epithelial tyrosine kinase (Etk), increased apoptosis and cell cycle entry in CM.	reach	p(HGNC:TNFRSF1A)	directlyIncreases	p(HGNC:TNFRSF1B)
9e603425-b97e-4f5c-8d63-91e20e9773e1	0.92	19788501	TNF treated TNFR1 KO myocardium showed little ASK1 activation and apoptosis but increased Etk activation and cell cycle entry, while TNFR2 KO myocardium showed little Etk activation and cell cycle entry but increased ASK1 activation and apoptosis.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:MAP3K5))
caf21a7a-6bd0-493b-a96c-e31b404b6d69	0.99	19788501	These results suggest that TNFR1 activates ASK1 while TNFR2 activates Etk.	sparser	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:EPHA3))
caf21a7a-6bd0-493b-a96c-e31b404b6d69	0.99	19788501	These results suggest that TNFR1 activates ASK1 while TNFR2 activates Etk.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:EPHA3))
caf21a7a-6bd0-493b-a96c-e31b404b6d69	0.99	19788501	We show that expression of TNFRs is altered in the heart by allograft rejection and that TNFR1 activates ASK1 and mediates CM cell death whereas TNFR2 activates Etk, and increases markers of cell cycle entry.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:EPHA3))
caf21a7a-6bd0-493b-a96c-e31b404b6d69	0.99	19788501	We show that expression of TNFRs is altered in the heart by allograft rejection and that TNFR1 activates ASK1 and mediates CM cell death whereas TNFR2 activates Etk, and increases markers of cell cycle entry.	sparser	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:EPHA3))
7188ab93-69ad-451a-9763-b31456253875	0.94	19809375	Thus, during maternal fasting, fetal TBP-2 suppresses excessive insulin secretion to maintain the fetus 's glucose levels, implying that TBP-2 is a critical molecule in mediating fetal glucose homeostasis depending on nutrient availability.	reach	p(HGNC:TNFRSF1B)	directlyDecreases	act(p(HGNC:INS))
d135efcd-27ae-42a9-a549-be887eb155d0	0.95	19841176	Interestingly, anti-CD3 plus IL-2 activated TNFR2 (-/-) CD8 T cells are highly resistant to activation induced cell death (AICD), which correlates with high expression levels of prosurvival molecules such as Bcl-2, survivin, and CD127 (IL-7Ralpha).	reach	p(HGNC:IL2)	directlyIncreases	act(p(HGNC:TNFRSF1B))
9a3e5edd-9bcd-4358-bfad-5f23cd6e611c	0.94	19953003	Ablation of TNF receptor 1 (TNFR1), but not TNFR2, increases MSC growth factor production.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:MSC))
9a3e5edd-9bcd-4358-bfad-5f23cd6e611c	0.94	19953003	Notably, ablation of TNFR2 in MSCs did not increase MSC mediated myocardial function as shown by TNFR1KO MSCs.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:MSC))
c0eea0cf-873b-4697-93aa-5888dd617161	0.95	20127680	CD4 + CD25 + TNFR2 + T cells consistently markedly suppressed the replication of responder CD4 cells (XREF_FIG) in a dose dependent manner (XREF_FIG).	reach	p(HGNC:TNFRSF1B)	directlyDecreases	act(p(HGNC:CD4))
4371fdd5-3c2d-4fce-ae0b-4b24930cfc66	0.95	20307684	The first one shows that Tnfrsf1a and Tnfrsf1b double KO mice, which are non responsive to induction of hepatocyte proliferation by PH due to the loss of TNFalpha mediated Il6 signaling, actually initiate hepatocyte proliferation after activation of constitutive androstane receptor (CAR), responsible for xenobiotic signaling in liver.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:IL6))
9a3e5edd-9bcd-4358-bfad-5f23cd6e611c	0.94	20376198	Similar investigation into the role of TNFR2 signaling in gender related MSC functional differences demonstrated that TNFR2 is a more significant regulator of VEGF and IGF-1 production in male but not female MSCs [XREF_BIBR].	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:MSC))
484bce47-708d-4d17-97c4-230c4b3a88c9	0.94	20385093	However, it has been shown that physiological expression of TRAF1 enhances NF-kappaB activation and interleukin-8 production induced by TNFR2, consistent with the role of TRAF1 : (TRAF2) 2 heterotrimer in promoting signal dependent NF-kappaB activation.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:CXCL8))
d37faf45-c0e6-4d95-9687-90732cc61fd7	0.95	20395596	In contrast, TNFR1 dependent JNK signaling was reduced by the TNFR2 transgene as observed in vivo (XREF_SUPPLEMENTARY).	reach	p(HGNC:TNFRSF1B)	directlyDecreases	act(p(HGNC:TNFRSF1A))
d37faf45-c0e6-4d95-9687-90732cc61fd7	0.95	20395596	Since TNF induced inflammatory events are primarily mediated by TNFR1, the current study suggests that TNFR1 signaling in EC may be suppressed by the TNFR2 transgene.	reach	p(HGNC:TNFRSF1B)	directlyDecreases	act(p(HGNC:TNFRSF1A))
d37faf45-c0e6-4d95-9687-90732cc61fd7	0.95	20395596	The mechanism by which TNFR2 suppresses TNFR1 dependent signaling in vascular EC needs to be further defined.	reach	p(HGNC:TNFRSF1B)	directlyDecreases	act(p(HGNC:TNFRSF1A))
46807b2d-6568-4cfb-8635-2c19fed28b21	0.86	20463877	Further, TNF and TNFR2 interactions have been shown to enhance TNFR1 dependent activation of caspase mediated apoptotic pathway XREF_BIBR, XREF_BIBR.	reach	complex(p(HGNC:TNF), p(HGNC:TNFRSF1B))	directlyIncreases	act(p(HGNC:TNFRSF1A))
35e7b6a9-f187-4a90-8122-42f80474db07	0.95	20483718	We assessed the role of TNFR1 and TNFR2 in the development of lupus serum induced skin inflammation by using Tnfr1- or Tnfr2 deficient mice.	reach	p(HGNC:TNFRSF1A)	directlyIncreases	act(p(HGNC:TNFRSF1B))
7457c43c-b8c5-4757-b76c-ff0b98acda8d	0.95	20525892	In this study, by using FoxP3 and gfp knock-in mice, we showed that TNFR2 signaling did not induce FoxP3 (-) CD4 cells to become suppressive.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:CD4))
46ddb1b7-48d1-41f1-a6b8-99d328cc8605	0.95	20525892	In this study, by using FoxP3 and gfp knock-in mice, we showed that TNFR2 signaling did not induce FoxP3 (-) CD4 cells to become suppressive.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:FOXP3))
e12db87d-0b3f-4c36-90ac-1e6f363284a8	0.95	20525892	Our previous study showed that TNFR2 is preferentially expressed by CD4 (+) FoxP3 (+) regulatory T cells (Tregs), and expression of this receptor identified maximally suppressive Tregs.	reach	p(HGNC:CD4)	directlyIncreases	p(HGNC:TNFRSF1B)
35e7b6a9-f187-4a90-8122-42f80474db07	0.95	20566746	There is a significant increase in TNFR2 but not TNFR1 expression on malignant TECs that correlates with increasing malignant grade.	reach	p(HGNC:TNFRSF1A)	directlyIncreases	act(p(HGNC:TNFRSF1B))
35e7b6a9-f187-4a90-8122-42f80474db07	0.95	20566746	There is a significant increase in TNFR2 but not TNFR1 expression on malignant TECs that correlates with increasing malignant grade.	reach	p(HGNC:TNFRSF1A)	directlyIncreases	act(p(HGNC:TNFRSF1B))
9de4e12c-32cb-4e0b-8c09-16f557b765be	0.94	20594930	Inhibition of Trx by binding to TBP2 activates ASK1 which, in turn, promotes apoptosis by inducing SET1-JNK and MKK3 and MKK6-p 38 signaling cascades, and enhancing the expression of pro apoptotic protein, Bim.	reach	p(HGNC:TNFRSF1B)	directlyDecreases	act(p(HGNC:MAP3K5))
794b3472-c9b3-4dc9-8dc2-806547bc084d	0.88	20646763	Finally we demonstrate that TNFR1 and/or TNFR2 engagement in addition to CD40 stimulation modulates the outcomes of CD40 signaling in autoimmune derived Th40 cells.	reach	p(HGNC:TNFRSF1B)	directlyIncreases	act(p(HGNC:CD40))
